Name,Country,Region,Winery,Rating,NumberOfRatings,Price,Year,Type
Chardonnay 2016,United States of America,Russian River Valley,Gallo Signature Series,4.2,47,32.01,2016,White
Sauvignon Blanc Trocken 2019,Germany,Rheinhessen,Hofmann,3.8,47,10,2019,White
Three Terraces Waihopai Sauvignon Blanc 2017,New Zealand,Marlborough,Marisco Vineyards,3.8,47,15.95,2017,White
Réserve Royale Goruli Mtsvane 2015,Georgia,Kakheti,Mukhrani,4.1,47,29.9,2015,White
Chardonnay 2019,South Africa,Coastal Region,Protea,3.3,47,8.95,2019,White
Lores Chardonnay 2017,Austria,Thermenregion,Johanneshof Reinisch,3.9,47,24.1,2017,White
Nosiola 2018,Italy,Vigneti delle Dolomiti,Madonna delle Vittorie,3.7,47,12.57,2018,White
Golden Grüner Veltliner Reserve 2018,Austria,Weinviertel,Weingut R&A Pfaffl,4,47,22.5,2018,White
Chardonnay 2018,France,Pays d'Oc,Croix d'Or,3.8,47,6.9,2018,White
Gelber Muskateller Steirische Klassik 2019,Austria,Südsteiermark,Tement,3.7,47,13.61,2019,White
Schieferterrassen Reserve Riesling 2017,Austria,Kremstal,Domane Krems,4.2,47,14.72,2017,White
Châteauneuf-du-Pape Vieilles Vignes Blanc 2006,France,Châteauneuf-du-Pape,Tardieu-Laurent,4.2,47,46.95,2006,White
Reserva Chardonnay 2018,Chile,Casablanca Valley,Caliterra,3.2,47,6.99,2018,White
Wehlener Sonnenuhr Riesling Spätlese 2017,Germany,Wehlen,Joh. Jos. Prüm,4.2,47,30.47,2017,White
Zeltinger Schlossberg Riesling Auslese** 2007,Germany,Mosel,Markus Molitor,4.5,47,43.65,2007,White
Fiano Salento Roycello 2018,Italy,Salento,Tormaresca,3.5,47,13.25,2018,White
Chablis Vieilles Vignes 2017,France,Chablis,Château de Chemilly,4,47,16.5,2017,White
Talò Chardonnay 2018,Italy,Puglia,San Marzano,3.8,47,6.85,2018,White
Manzanile Vermentino di Sardegna 2018,Italy,Vermentino di Sardegna,Gabbas,3.6,47,11,2018,White
Rivaner 2018,Germany,Baden,Karl H. Johner,3.3,47,7.72,2018,White
de Vite 2019,Italy,Vigneti delle Dolomiti,J. Hofstätter,4,47,11.16,2019,White
Sauvignon Blanc 2018,Italy,Südtirol - Alto Adige,Alois Lageder,3.6,47,12.9,2018,White
Obere Steilterrassen Atzberg Grüner Veltliner 2016,Austria,Wachau,Gritsch Mauritiushof,4.4,47,56.05,2016,White
Sa Fita Blanco 2017,Spain,Plà i Llevant,Es Fangar,4.2,47,18.9,2017,White
Sauvignon Blanc 2019,South Africa,Stellenbosch,Stellenrust,3.5,47,7.29,2019,White
Supperin Grüner Veltliner 2016,Austria,Wachau,Pichler-Krutzler,3.8,47,27.5,2016,White
Bourgogne Hautes-Côtes de Beaune Chardonnay 2018,France,Bourgogne Hautes-Côtes de Beaune,Domaine Henri Delagrange et Fils,3.4,47,16.83,2018,White
Chassagne-Montrachet 1er Cru 'Cailleret' 2012,France,Chassagne-Montrachet 1er Cru 'Cailleret',Jean-Marc Morey,4,47,86.62,2012,White
Donnaluce 2019,Italy,Lazio,Poggio le Volpi,4.1,47,12.9,2019,White
Frühlingsplätzchen Riesling GG 2014,Germany,Nahe,Emrich-Schönleber,4.2,47,38.95,2014,White
Mâcon-Verzé 2018,France,Mâcon-Villages,Domaine Leflaive,4.1,47,31.9,2018,White
Deidesheimer Herrgottsacker Riesling Trocken 2018,Germany,Pfalz,Georg Mosbacher,4,48,10.84,2018,White
Muti Albariño 2014,Spain,Rías Baixas,Raúl Pérez,3.9,48,21.9,2014,White
Perdaudin Roero Arneis 2018,Italy,Roero,Negro Angelo,3.9,48,15.5,2018,White
Anteprima Tonda Trebbiano Spoletino 2017,Italy,Spoleto,Antonelli San Marco,4.1,48,20.9,2017,White
Riesling Trocken 2016,Germany,Rheingau,Prinz,3.5,48,8.95,2016,White
Sémillon - Chardonnay 2018,Australia,South Australia,Rawson's Retreat,3.3,48,7.9,2018,White
La Galopine Condrieu 2017,France,Condrieu,Delas,4.1,48,44.75,2017,White
Le G de Guiraud Bordeaux Blanc Sec 2019,France,Bordeaux,Château Guiraud,4,48,14.52,2019,White
Weissenkirchner Achleithen Grüner Veltliner Smaragd 2015,Austria,Wachau,Rudi Pichler,4.2,48,54,2015,White
Reserve Sauvignon Blanc 2017,South Africa,Cape Point,Cape Point Vineyards,4.1,48,21.5,2017,White
Escheburg 2011,Germany,Mosel,Immich-Batterieberg,4,48,16.47,2011,White
Halgans Riesling Trocken 2016,Germany,Nahe,Emrich-Schönleber,3.7,48,20.9,2016,White
Rías Baixas Albariño 2019,Spain,Rías Baixas,Martin Codax,3.7,48,7.93,2019,White
Riesling Grand Premier Cru 2018,Luxembourg,Côtes de Grevenmacher,Bernard-Massard,3.7,48,14.83,2018,White
Grauburgunder 2018,Germany,Pfalz,Rings,3.6,48,9.45,2018,White
Wattle Brae Riesling 2017,Australia,Eden Valley,Langmeil,3.7,48,14.13,2017,White
Baron Salvadori Chardonnay Riserva 2016,Italy,Südtirol - Alto Adige,Nals Margreid,4,48,25.9,2016,White
Les Côtes aux Valets Sancerre Blanc 2015,France,Sancerre,Henri Bourgeois,4.2,48,50.69,2015,White
Grüner Veltliner Smaragd Classic 2017,Austria,Wachau,Domäne Wachau,3.9,48,14.99,2017,White
Pouilly-Fuissé Vielles Vignes 2016,France,Pouilly-Fuissé,Daniel Pollier,3.7,48,16.08,2016,White
Limousin 2018,Spain,Rueda,Marqués de Riscal,4,48,10.45,2018,White
Terroir Series Torrontes 2019,Argentina,Salta,Kaiken,3.7,48,8.54,2019,White
Timeo Grillo 2016,Italy,Terre Siciliane,Baglio di Pianetto,3.8,48,12.58,2016,White
Villa Torre Verdicchio dei Castelli di Jesi Classico Superiore 2018,Italy,Verdicchio dei Castelli di Jesi,Tenuta di Tavignano,3.3,48,8.76,2018,White
Sauvignon Blanc 2019,New Zealand,Marlborough,Moroki,3.7,48,8.41,2019,White
Runcneuv Arneis 2019,Italy,Langhe,Roberto Sarotto,3.8,48,9.26,2019,White
Kirchspiel Riesling GG 2018,Germany,Rheinhessen,Wittmann,4,48,46.4,2018,White
Grand Marrenon Blanc 2018,France,Luberon,Marrenon,3.5,48,11.5,2018,White
Ganz Horn Im Sonnenschein GG 2015,Germany,Pfalz,Ökonomierat Rebholz,4.1,48,49,2015,White
Therese Sauvignon Blanc 2018,Austria,Südsteiermark,Weingut Erich & Walter Polz,3.7,48,23.8,2018,White
Nierstein Riesling Trocken 2016,Germany,Rheinhessen,Kühling-Gillot,3.8,48,19.4,2016,White
Sauvignon Blanc 2017,South Africa,Coastal Region,Diemersfontein,3.4,48,7.5,2017,White
Blanco 2019,Spain,Rioja,Baron de Ley,3.7,48,5.69,2019,White
Le Fornaci Lugana 2019,Italy,Lugana,Tommasi,3.9,48,10.5,2019,White
Oberhäuser Brücke Riesling Spätlese 2015,Germany,Nahe,Dönnhoff,4.2,49,25.84,2015,White
Sauvignon 2018,France,Bordeaux,Le Petit Baigneur,3.4,49,6.49,2018,White
Riesling 2015,France,Alsace,Albert Boxler,4,49,25.44,2015,White
Inzolia Sicilia 2018,Italy,Terre Siciliane,Caleo,3.2,49,4.9,2018,White
Riesling 2016,Germany,Pfalz,Friedrich Becker,3.6,49,10.69,2016,White
Meursault 'Les Narvaux' 2017,France,Meursault,David Moret-Nomine,4.2,49,63.9,2017,White
Premium Chardonnay 2016,New Zealand,Marlborough,Saint Clair,3.7,49,15.84,2016,White
Viognier 2016,Australia,Barossa Valley,Langmeil,3.9,49,11.21,2016,White
Chardonnay Dei Sassi Cavi 2015,Italy,Collio,Collavini,3.3,49,9.99,2015,White
Loiserberg Grüner Veltliner Reserve 2017,Austria,Kamptal,Loimer,3.8,49,17.55,2017,White
Buntsandstein Riesling 2017,Germany,Pfalz,Frank John,3.8,49,17.5,2017,White
Oktav Grauburgunder 2014,Germany,Baden,Heger,3.7,49,10.67,2014,White
Berg Schlossberg GG 2016,Germany,Rheingau,Weingüter Wegeler,3.9,49,25,2016,White
Sauvignon Blanc 2019,South Africa,Stellenbosch,Anura,3.5,49,9.99,2019,White
Luberon 2019,France,Luberon,Famille Perrin,3.6,49,5.71,2019,White
Branco (Antão Vaz - Viognier - Verdelho) 2018,Portugal,Alentejano,Ciconia,3.5,49,4.92,2018,White
Montserre Chablis 2017,France,Chablis,Château de Béru,4.2,49,35,2017,White
Wehlener Sonnenuhr Riesling Kabinett 2018,Germany,Wehlen,Schloss Lieser,3.8,49,15.9,2018,White
Sauvignon 2019,Italy,Colli Orientali del Friuli,Livio Felluga,3.9,49,18.9,2019,White
Sauvignon Blanc Organic 2019,Chile,Casablanca Valley,Veramonte,3.5,49,8.4,2019,White
Solaris Chorb Rheinau 2018,Switzerland,Zürich,Staatskellerei Zürich,3.8,49,22.91,2018,White
La Froscà Soave Classico 2016,Italy,Soave Classico,Gini,3.8,49,21.45,2016,White
Les Grands Calcaires Cotes du Rhône 2017,France,Côtes-du-Rhône,Domaine Santa Duc,3.6,49,9.2,2017,White
Chardonnay Puglia 2019,Italy,Puglia,Tormaresca,3.6,49,7.39,2019,White
Chardonnay 2018,New Zealand,Marlborough,Nautilus,4.1,49,19.9,2018,White
Pittermännchen Riesling GG 2015,Germany,Nahe,Diel,3.8,49,47.76,2015,White
Meursault-Charmes Premier Cru 2015,France,Meursault 1er Cru 'Charmes',Domaine Jean Monnier & Fils,4.2,49,90.2,2015,White
Chablis Grand Cru 'Les Preuses' 2015,France,Chablis Grand Cru 'Preuses',Domaine William Fèvre,4.1,49,97.81,2015,White
Riverbank Riesling 2017,United States of America,Arroyo Seco,Wente,3.6,49,12.23,2017,White
Alte Reben Grüner Veltliner 2016,Austria,Niederösterreich,Kracher & Sohm,4,49,14.65,2016,White
Chardonnay 2016,New Zealand,Marlborough,Greywacke,3.8,49,29.5,2016,White
Bell-Ringer Albariño 2015,New Zealand,Gisborne,Coopers Creek,3.7,49,12.5,2015,White
Eylo Rueda 2017,Spain,Castilla y León,Val de Vid,3.5,49,6.23,2017,White
Collio Friulano 2018,Italy,Collio,Schiopetto,3.9,49,17.9,2018,White
Riesling 2018,Germany,Rheinhessen,Schätzel,3.6,49,12.1,2018,White
Vieilles Vignes Chablis 2013,France,Chablis,Roland Lavantureux,3.9,49,52,2013,White
Vigna Runc Friulano 2016,Italy,Friuli-Venezia Giulia,Il Carpino,3.7,49,14.73,2016,White
Les Cépages Sauvignon Blanc 2018,France,Pays d'Oc,Baron Philippe de Rothschild,3.1,50,7.75,2018,White
Grillo 2018,Italy,Terre Siciliane,Poggio Graffetta,4,50,9.5,2018,White
Condrieu 2017,France,Condrieu,Tardieu-Laurent,3.8,50,47.2,2017,White
Gianni Masciarelli Trebbiano d'Abruzzo 2018,Italy,Trebbiano d'Abruzzo,Masciarelli,3.7,50,7.66,2018,White
Castello della Sala Conte della Vipera 2019,Italy,Umbria,Antinori,4.1,50,20.85,2019,White
Viré-Clessé 2015,France,Viré-Clessé,Chanson,3.8,50,18.08,2015,White
Danger 380 Volts 2019,Czech Republic,Morava,Milan Nestarec,4.1,50,21.9,2019,White
Maximin Grünhäuser Herrenberg Riesling Kabinett 2018,Germany,Mosel,Maximin Grünhaus,4.1,50,15.5,2018,White
Trebes Ribolla Gialla 2017,Italy,Collio,Attems,3.9,50,18.42,2017,White
Gewürztraminer 2019,Italy,Südtirol - Alto Adige,Terlan (Terlano),3.9,50,13.54,2019,White
Nicole Vineyard Viognier Réserve 2019,France,Pays d'Oc,Paul Mas,3.7,50,8.32,2019,White
Wallufer Walkenberg Riesling Spätlese Trocken 1998,Germany,Rheingau,J.B. Becker,4.1,50,25,1998,White
Rosengarten Rüdesheim Monopole GG 2016,Germany,Rheingau,Leitz,4.1,50,38.99,2016,White
Langhe Chardonnay 2017,Italy,Langhe,Enzo Boglietti,3.8,50,15.5,2017,White
Lahn Sauvignon 2019,Italy,Südtirol - Alto Adige,St. Michael-Eppan,3.9,50,11.54,2019,White
Sistina Pecorino Terre di Chieti 2019,Italy,Terre di Chieti,Citra,3.7,50,6.73,2019,White
ST23 Weissburgunder Trocken 2016,Germany,Mosel,Weinhaus Gebruder Steffen,3.4,50,5.63,2016,White
Weissburgunder Trocken 2017,Germany,Nahe,Dönnhoff,3.6,50,11.9,2017,White
Wiener Grüner Veltliner 2017,Austria,Wien,Wieninger,3.3,50,13.69,2017,White
Chablis 1er Cru 'Vau Ligneau' 2018,France,Chablis 1er Cru 'Vau Ligneau',Alain Geoffroy,3.6,50,24.18,2018,White
Blandine Le Blanc 2018,France,Côtes de Gascogne,Château du Cèdre,3.6,50,5.9,2018,White
Chardonnay 2018,Australia,South Australia,Oxford Landing,3.1,50,8.78,2018,White
Volz Riesling 2016,Germany,Wiltingen,Van Volxem,4.3,50,31.19,2016,White
Cavanera Ripa di Scorciavacca Etna Bianco 2017,Italy,Etna,Firriato,3.8,50,19.99,2017,White
Kirchspiel Riesling GG 2017,Germany,Rheinhessen,Wittmann,4.2,50,51.8,2017,White
Eight Rows Sauvignon Blanc 2019,South Africa,Durbanville,Diemersdal,4,50,18.5,2019,White
The Wine Collection Sauvignon 2016,Italy,Südtirol - Alto Adige,St. Michael-Eppan,4.7,50,142.01,2016,White
Petit Chablis 2017,France,Petit Chablis,Château de Chemilly,4,50,13.9,2017,White
Zeltinger Schlossberg Riesling Trockenbeerenauslese 2006,Germany,Mosel,Markus Molitor,4.6,51,95.55,2006,White
Vom Stein Pinot Bianco 2018,Italy,Südtirol - Alto Adige,Castelfeder,3.6,51,9.25,2018,White
Wolfer Sonnenlay Riesling Kabinett 2017,Germany,Mosel,Weiser-Künstler,3.9,51,13.9,2017,White
Tradition Grüner Veltliner 2017,Austria,Weinviertel,Dürnberg,3.8,51,11.5,2017,White
Scheurebe Trocken 2018,Germany,Pfalz,Weingut Weegmüller,3.7,51,8.4,2018,White
Circle of Life White 2016,South Africa,Stellenbosch,Waterkloof,4,51,16.9,2016,White
Les Vieilles Vignes Chablis 2017,France,Chablis,Pascal Bouchard,4.1,51,23.5,2017,White
Trittenheimer Apotheke Riesling Kabinett 2017,Germany,Mosel,Ansgar Clüsserath,4,51,14.26,2017,White
Verdejo 2019,Spain,Rueda,Val de Vid,3.6,51,9.65,2019,White
Riesling Berg Roseneck Kabinett Trocken 2012,Germany,Rheingau,Künstler,4,51,17.29,2012,White
Chardonnay 2018,Italy,Terre Siciliane,Feudi Branciforti dei Bordonaro,3.5,51,6.9,2018,White
Extra Blanc 2018,France,Languedoc-Roussillon,Gérard Bertrand,3.4,51,10.68,2018,White
Viognier 2016,Germany,Pfalz,Oliver Zeter,3.9,51,16.58,2016,White
Kranachberg Sauvignon Blanc 2016,Austria,Südsteiermark,Sattlerhof,4.1,51,41.58,2016,White
Als Wär's ein Stück Von Mir 2015,Germany,Rheinhessen,Weingut Gunderloch,3.6,51,11.4,2015,White
Chardonnay 2017,United States of America,California,Stone Barn,3.8,51,7.6,2017,White
Collezione Lugana 2018,Italy,Lugana,Bertani,3.4,51,11.63,2018,White
Loibner Grüner Veltliner Smaragd Vinothekfüllung 2018,Austria,Wachau,Weingut Knoll,4.2,51,45,2018,White
Lenz Riesling 2017,Germany,Nahe,Emrich-Schönleber,4,51,12,2017,White
Scharzhofberger P Riesling 2015,Germany,Wiltingen,Van Volxem,4.1,51,44.95,2015,White
Iphöfer Kronsberg Scheurebe Alte Reben 2017,Germany,Franken,Hans Wirsching,4.2,52,20.89,2017,White
Vom Schiefer Riesling Trocken 2018,Germany,Mosel,Ansgar Clüsserath,3.7,52,9.26,2018,White
Piesporter Goldtröpfchen Riesling Feinherb 2016,Germany,Mosel,Ansgar Clüsserath,3.9,52,15.4,2016,White
Sulz Morillon 2013,Austria,Südsteiermark,Tement,4,52,34.73,2013,White
Custoza 2018,Italy,Bianco di Custoza,Menegotti,3.6,52,7.25,2018,White
Petit Salé de Villeneuve 2019,France,Provence,Château de Roquefort,3.7,52,12.9,2019,White
Schweigen Chardonnay 2017,Germany,Pfalz,Friedrich Becker,4.1,52,23.06,2017,White
Private Selection Vinhas Velhas Branco 2016,Portugal,Alentejo,Paulo Laureano,4,52,13.65,2016,White
Heugumber 2016,Germany,Baden,Ziereisen,3.4,52,5.5,2016,White
L'Elfo Pinot Grigio 2019,Italy,Veneto,Sacchetto,3.7,52,6.19,2019,White
Inzolia - Chardonnay 2018,Italy,Terre Siciliane,Roccaperciata,3.4,52,5.68,2018,White
Gorges 2015,France,Muscadet-Sevre et Maine,Pépière,3.9,52,17.06,2015,White
Juffer Riesling Trocken GG 2018,Germany,Mosel,Fritz Haag,3.9,52,23.9,2018,White
Zeltinger Sonnenuhr Riesling Auslese*** 2003,Germany,Mosel,Markus Molitor,4.1,52,49.99,2003,White
Steirische Klassik Sauvignon Blanc 2014,Austria,Südsteiermark,Gross,3.7,52,19.39,2014,White
Varietal Chardonnay 2019,Chile,Central Valley,Santa Helena,3.1,52,4.89,2019,White
Sauvignon Blanc 2018,Argentina,Mendoza,Mariflor,4.3,52,22.42,2018,White
Chardonnay Toscana Collezione Privata 2018,Italy,Toscana,Isole e Olena,4.4,52,53.84,2018,White
Geheimrat J Riesling Spätlese Trocken 2012,Germany,Rheingau,Weingüter Wegeler,4.1,52,24.9,2012,White
Gewürztraminer Alsace Grand Cru Hatschbourg 2017,France,Alsace Grand Cru,Wolfberger,4,52,18.42,2017,White
Héritage Chardonnay 2018,France,Pays d'Oc,Château Guilhem,3.7,52,6.58,2018,White
Albarino 2018,Spain,Rías Baixas,Atlantik,3.8,52,9.9,2018,White
Chardonnay 2018,Germany,Pfalz,Friedrich Becker,3.6,52,10.72,2018,White
Premium Tămâioasă Românească Sec 2018,Romania,Dealu Mare,Budureasca,3.6,52,10.5,2018,White
Camino del Pelegrino (Peregrino) Albariño 2018,Spain,Galicia,Pazo Señorans,3.5,52,14.13,2018,White
Sauvignon Blanc Rueda 2018,Spain,Rueda,Blume,3.4,53,5.99,2018,White
Chardonnay 2017,South Africa,Cape Point,Cape Point Vineyards,3.9,53,19.9,2017,White
Isliedh 2018,South Africa,Cape Point,Cape Point Vineyards,4.1,53,31.95,2018,White
Pinot Bianco Vial 2018,Italy,Trentino-Alto Adige,Cantina Kaltern,3.7,53,11.6,2018,White
Ungstein Scheurebe 2017,Germany,Pfalz,Pfeffingen,3.8,53,12.95,2017,White
Mercurey Clos Rochette 2018,France,Mercurey,Faiveley,4.1,53,20.95,2018,White
Alleskönner Weiss 2018,Germany,Rheinhessen,Becker Landgraf,3.8,53,7.7,2018,White
Pratto Bianco (Pratto Benaco Bresciano) 2018,Italy,Benaco Bresciano,Cà dei Frati,4.1,53,14.52,2018,White
Chablis 2018,France,Chablis,Domaine des Héritières,3.6,53,15.06,2018,White
Klausen Sauvignon Blanc 2017,Austria,Steiermark,Neumeister,3.9,53,23.52,2017,White
Amarela 2018,Italy,Marche,Garofoli,3.3,53,5.9,2018,White
Chardonnay 2013,Slovenia,Goriška Brda,Edi Simčič,3.8,53,20.99,2013,White
Markus Pfaffmann Grauburgunder Trocken 2019,Germany,Pfalz,Karl Pfaffmann,3.9,53,6.6,2019,White
Chardonnay Prestige Cuvée 2018,South Africa,Robertson,Bon Courage,3.8,53,7.79,2018,White
Vignes Blanches Pouilly-Fuissé 2016,France,Pouilly-Fuissé,Domaine Saumaize-Michelin,3.9,53,24.95,2016,White
Am Schwarzen Herrgott Riesling 2016,Germany,Rheinhessen,Battenfeld Spanier,4.2,53,41.58,2016,White
Oppenheim Riesling 2017,Germany,Rheinhessen,Kühling-Gillot,4,53,17.45,2017,White
L'U Umbria Bianco 2018,Italy,Umbria,Lungarotti,3.8,53,10.71,2018,White
Riesling 2018,Hungary,Tolna,Tűzkő,3.4,53,7.66,2018,White
Verdejo 2018,Spain,Rueda,Intruso,3.6,53,8.28,2018,White
Riesling Heiligenstein 2018,Austria,Kamptal,Weingut Bründlmayer,3.9,53,22.91,2018,White
Moscato 2018,Spain,Valencia,The Tapas Wine Collection,3.9,53,7.53,2018,White
Chardonnay 2018,South Africa,Stellenbosch,Vergelegen,3.6,53,13.99,2018,White
Sauvignon Blanc Trocken 2019,Germany,Pfalz,Knipser,4,53,9.85,2019,White
Wehlener Sonnenuhr Riesling Kabinett 2015,Germany,Mosel,Markus Molitor,3.9,53,19.95,2015,White
Μαλαγουζιά (Malagouziá) 2017,Greece,Achaia,Tetramythos,3.5,53,9.9,2017,White
Müller Thurgau 2018,Italy,Südtirol - Alto Adige,Tiefenbrunner,3.7,53,10.09,2018,White
Punggl Pinot Grigio 2018,Italy,Südtirol - Alto Adige,Nals Margreid,3.9,53,14.9,2018,White
Chablis 2018,France,Chablis,Chartron et Trébuchet,3.8,53,22.95,2018,White
Fabelhaft Riesling 2017,Germany,Mosel,Fio,3.4,53,10.35,2017,White
Ferentano Lazio 2016,Italy,Lazio,Falesco,3.9,53,26.18,2016,White
Taylors Pass Vineyard Chardonnay 2016,New Zealand,Marlborough,Villa Maria,3.8,53,22.1,2016,White
La Fontaine Aux Enfants Cru d'Alsace 2016,France,Alsace,Marc Kreydenweiss,3.7,53,22,2016,White
Mandelpfad Riesling GG 2017,Germany,Pfalz,Knipser,3.8,54,27,2017,White
Gewurztraminer 2016,France,Alsace,Jean-Rémy Haeffelin,3.6,54,10.71,2016,White
La Fontaine Aux Enfants Cru d'Alsace 2015,France,Alsace,Marc Kreydenweiss,3.8,54,22,2015,White
Blauschiefer Riesling Trocken 2018,Germany,Mosel,Kerpen,3.6,54,7.9,2018,White
Pago de los Balagueses Chardonnay 2017,Spain,Utiel-Requena,Vegalfaro,3.9,54,16.47,2017,White
Côtes du Rhône Blanc 2018,France,Côtes-du-Rhône,Domaine de la Solitude,4,54,8.5,2018,White
Circumstance Sauvignon Blanc 2018,South Africa,Stellenbosch,Waterkloof,3.8,54,15.5,2018,White
Mountain White 2015,South Africa,Stellenbosch,Thelema,3.6,54,10.9,2015,White
Gaisböhl G.C 2016,Germany,Pfalz,Dr. Bürklin-Wolf,4.2,54,54,2016,White
Villa Torre Verdicchio dei Castelli di Jesi Classico Superiore 2017,Italy,Verdicchio dei Castelli di Jesi,Tenuta di Tavignano,3.6,54,9.95,2017,White
Ried Steinriegl Sauvignon Blanc 2018,Austria,Südsteiermark,Wohlmuth,3.8,54,17.4,2018,White
Castel Firmian Chardonnay Trentino 2018,Italy,Trentino,Mezzacorona,3.3,54,6.9,2018,White
Moscatel Old Vines 2018,Spain,Sierras de Málaga,Botani,4.1,54,16.74,2018,White
Riesling Classic 2018,Germany,Rheingau,Prinz von Hessen,3.9,54,9.5,2018,White
Malterdingen Weisser Burgunder 2016,Germany,Baden,Bernhard Huber,3.9,54,27.6,2016,White
Loibenberg Riesling 2015,Austria,Wachau,Pichler-Krutzler,4.3,54,33,2015,White
Cuvée Vauban Pouilly-Vinzelles 2014,France,Pouilly-Vinzelles,Château de Vinzelles,3.8,54,17.54,2014,White
Altima Sauvignon Blanc 2018,South Africa,Overberg,Cape of Good Hope,4.3,54,13.99,2018,White
Danie de Wet Chardonnay Sur Lie 2019,South Africa,Robertson,De Wetshof,3.7,54,8.72,2019,White
Pinot Gris Alsace Grand Cru 'Kitterlé' 2010,France,Alsace Grand Cru,Domaines Schlumberger,3.9,54,35.58,2010,White
Danie de Wet Sauvignon Blanc 2019,South Africa,Robertson,De Wetshof,3.4,54,6.15,2019,White
Sulz Sauvignon Blanc 2015,Austria,Südsteiermark,Gross,4,54,27.9,2015,White
Sancerre Grande Cuvée Blanc 2017,France,Sancerre,Comte Lafond,4.2,54,38.9,2017,White
Chardonnay 2018,France,Côtes de Thongue,Domaine Montrose,3.7,54,8.39,2018,White
Molamatta Collio Bianco 2015,Italy,Collio,Marco Felluga,3.8,54,25.99,2015,White
Grauer Burgunder Trocken 2018,Germany,Rheinhessen,Wittmann,3.7,54,11.4,2018,White
Wachstum Bodenstein Grüner Veltliner 2016,Austria,Wachau,Prager,4.4,54,38.75,2016,White
Dürnstein Grüner Veltliner 2018,Austria,Wachau,Pichler-Krutzler,3.6,54,13.7,2018,White
Riesling 2016,France,Alsace,Albert Boxler,3.9,54,26.32,2016,White
Chardonnay 2017,Austria,Burgenland,Paul Achs,3.3,54,23.61,2017,White
Blanco 2018,Spain,Rioja Alta,Tarón,3.3,54,5.76,2018,White
Perlita Chardonnay 2018,Argentina,Uco Valley,DiamAndes,3.7,54,9.99,2018,White
Chardonnay 2018,Germany,Rheinhessen,Knewitz,3.6,54,8.9,2018,White
Schiste 2018,France,Vins des Allobroges,Domaine des Ardoisieres,4.3,54,44.85,2018,White
Muros Antigos Alvarinho 2019,Portugal,Monção e Melgaço,Anselmo Mendes,3.9,54,11.5,2019,White
The King's Bastard Chardonnay 2017,New Zealand,Marlborough,The Kings Series,4.1,54,16.95,2017,White
Hinter der Burg Grüner Veltliner 2019,Austria,Wachau,Prager,4.1,54,19.95,2019,White
